Element;Line;Type;Energy
Co;K?1;Sum Peak (2x);15298.2
Co;K?3;Sum Peak (2x);15300.2
Ho;L?3;Sum Peak (2x);15306
Bk;L?1;Emission Line;15308
Lu;L?1;Sum Peak (2x);15310
Y;K?2;Escape Peak (Si);15313.6
Np;L?4;Escape Peak (Si);15361
U;L?5;Escape Peak (Si);15363.2
Ra;L?5;Emission Line;15376
Co;K?5;Sum Peak (2x);15412
Cf;L?2;Emission Line;15423
Mo;K?3;Escape Peak (Si);15434
Ra;L?3;Emission Line;15445
Zr;K?3;Emission Line;15466
Er;L?4;Sum Peak (2x);15490
U;L?1;Escape Peak (Si);15520
Er;L?1;Sum Peak (2x);15622
Th;L?4;Emission Line;15642
Cf;L?1;Emission Line;15660
Mo;K?2;Escape Peak (Si);15675
Hf;L?2;Sum Peak (2x);15690
Zr;K?2;Emission Line;15691
Ac;L?1;Emission Line;15713
U;L?3;Escape Peak (Si);15754
Cu;K?3;Sum Peak (2x);15764.6
Zr;K?1;Emission Line;15775
Mo;K?1;Escape Peak (Si);15780
Ac;L?5;Emission Line;15791
Hf;L?1;Sum Peak (2x);15798
Np;L?5;Escape Peak (Si);15801
Sr;K?3;Emission Line;15824.7
Sr;K?1;Emission Line;15835
Pu;L?4;Escape Peak (Si);15857
Er;L?3;Sum Peak (2x);15878
Ac;L?3;Emission Line;15931
Zr;K?3;Escape Peak (Si);15954.5
Zr;K?1;Escape Peak (Si);15968.2
Sr;K?5;Emission Line;15969
Np;L?1;Escape Peak (Si);16051
Tm;L?4;Sum Peak (2x);16052
Cu;K?2;Sum Peak (2x);16053.4
Sr;K?2;Emission Line;16083.4
Cu;K?1;Sum Peak (2x);16092.6
Pa;L?4;Emission Line;16104
Zr;K?5;Escape Peak (Si);16116.9
Ta;L?2;Sum Peak (2x);16176
Th;L?1;Emission Line;16202
Tm;L?1;Sum Peak (2x);16204
Th;L?5;Emission Line;16207.5
Pu;L?5;Escape Peak (Si);16244
Zr;K?2;Escape Peak (Si);16269.5
Nb;K?3;Emission Line;16288
Np;L?3;Escape Peak (Si);16292
Ta;L?1;Sum Peak (2x);16292
Tc;K?3;Escape Peak (Si);16301
Am;L?4;Escape Peak (Si);16369
Th;L?3;Emission Line;16426
Tm;L?3;Sum Peak (2x);16462
Nb;K?2;Emission Line;16521
Ni;K?3;Sum Peak (2x);16530
Ni;K?1;Sum Peak (2x);16533.6
Tc;K?2;Escape Peak (Si);16551
U;L?4;Emission Line;16575
Pu;L?1;Escape Peak (Si);16596
Nb;K?1;Emission Line;16615
Yb;L?4;Sum Peak (2x);16626
Pa;L?5;Emission Line;16639
Ni;K?5;Sum Peak (2x);16658
Tc;K?1;Escape Peak (Si);16667
W;L?2;Sum Peak (2x);16670
Am;L?5;Escape Peak (Si);16694
Pa;L?1;Emission Line;16703
Y;K?3;Emission Line;16727.4
Y;K?1;Emission Line;16739.2
W;L?1;Sum Peak (2x);16796
Yb;L?1;Sum Peak (2x);16804
Pu;L?3;Escape Peak (Si);16841
Y;K?5;Emission Line;16880.3
Cm;L?4;Escape Peak (Si);16889
Nb;K?3;Escape Peak (Si);16909.9
Nb;K?1;Escape Peak (Si);16925.4
Zn;K?3;Sum Peak (2x);16925.6
Pa;L?3;Emission Line;16931
Y;K?2;Emission Line;17013.6
Np;L?4;Emission Line;17061
U;L?5;Emission Line;17063.2
Yb;L?3;Sum Peak (2x);17072
Nb;K?5;Escape Peak (Si);17081
Mo;K?3;Emission Line;17134
Cm;L?5;Escape Peak (Si);17146
Am;L?1;Escape Peak (Si);17156
Re;L?2;Sum Peak (2x);17172
Ru;K?3;Escape Peak (Si);17193
Lu;L?4;Sum Peak (2x);17212
U;L?1;Emission Line;17220
Zn;K?2;Sum Peak (2x);17228.2
Nb;K?2;Escape Peak (Si);17253.4
Zn;K?1;Sum Peak (2x);17274.4
Re;L?1;Sum Peak (2x);17304
Mo;K?2;Emission Line;17375
Am;L?3;Escape Peak (Si);17410
Bk;L?4;Escape Peak (Si);17418
Lu;L?1;Sum Peak (2x);17420
Ru;K?2;Escape Peak (Si);17450
U;L?3;Emission Line;17454
Mo;K?1;Emission Line;17480
Np;L?5;Emission Line;17501
Pu;L?4;Emission Line;17557
Ru;K?1;Escape Peak (Si);17579
Bk;L?5;Escape Peak (Si);17605
Zr;K?3;Emission Line;17654.5
Zr;K?1;Emission Line;17668.2
Os;L?2;Sum Peak (2x);17680
Lu;L?3;Sum Peak (2x);17692
Cm;L?1;Escape Peak (Si);17727
Np;L?1;Emission Line;17751
Cu;K?3;Sum Peak (2x);17803.4
Cu;K?1;Sum Peak (2x);17807.8
Hf;L?4;Sum Peak (2x);17812
Zr;K?5;Emission Line;17816.9
Os;L?1;Sum Peak (2x);17822
Mo;K?3;Escape Peak (Si);17888.4
Mo;K?1;Escape Peak (Si);17906
Pu;L?5;Emission Line;17944
Cu;K?5;Sum Peak (2x);17948
Cf;L?4;Escape Peak (Si);17965
Zr;K?2;Emission Line;17969.5
Cm;L?3;Escape Peak (Si);17988
Np;L?3;Emission Line;17992
Tc;K?3;Emission Line;18001
Hf;L?1;Sum Peak (2x);18046
Mo;K?5;Escape Peak (Si);18068.9
Am;L?4;Emission Line;18069
Cf;L?5;Escape Peak (Si);18070
Rh;K?3;Escape Peak (Si);18108
Ga;K?3;Sum Peak (2x);18136
Ir;L?2;Sum Peak (2x);18198
Tc;K?2;Emission Line;18251
Mo;K?2;Escape Peak (Si);18262.4
Pu;L?1;Emission Line;18296
Bk;L?1;Escape Peak (Si);18318
Hf;L?3;Sum Peak (2x);18328
Ir;L?1;Sum Peak (2x);18350
Tc;K?1;Emission Line;18367
Rh;K?2;Escape Peak (Si);18374
Am;L?5;Emission Line;18394
Ta;L?4;Sum Peak (2x);18426
Ga;K?2;Sum Peak (2x);18447.6
Ga;K?1;Sum Peak (2x);18501.2
Rh;K?1;Escape Peak (Si);18516
Pu;L?3;Emission Line;18541
Bk;L?3;Escape Peak (Si);18580
Cm;L?4;Emission Line;18589
Nb;K?3;Emission Line;18609.9
Nb;K?1;Emission Line;18625.4
Ta;L?1;Sum Peak (2x);18686
Pt;L?2;Sum Peak (2x);18724
Nb;K?5;Emission Line;18781
Cm;L?5;Emission Line;18846
Am;L?1;Emission Line;18856
Pt;L?1;Sum Peak (2x);18884
Ru;K?3;Emission Line;18893
Tc;K?3;Escape Peak (Si);18896.4
Cf;L?1;Escape Peak (Si);18924
Tc;K?1;Escape Peak (Si);18926.3
Nb;K?2;Emission Line;18953.4
Ta;L?3;Sum Peak (2x);18976
Pd;K?3;Escape Peak (Si);19046
W;L?4;Sum Peak (2x);19050
Tc;K?5;Escape Peak (Si);19086.4
Am;L?3;Emission Line;19110
Bk;L?4;Emission Line;19118
Zn;K?3;Sum Peak (2x);19135.2
Zn;K?1;Sum Peak (2x);19140.8
Ru;K?2;Emission Line;19150
Cf;L?3;Escape Peak (Si);19194
Au;L?2;Sum Peak (2x);19256
Ru;K?1;Emission Line;19279
Zn;K?5;Sum Peak (2x);19297.6
Tc;K?2;Escape Peak (Si);19301.7
Bk;L?5;Emission Line;19305
Pd;K?2;Escape Peak (Si);19320
W;L?1;Sum Peak (2x);19344
Ge;K?3;Sum Peak (2x);19376.8
Au;L?1;Sum Peak (2x);19426
Cm;L?1;Emission Line;19427
Pd;K?1;Escape Peak (Si);19477
Mo;K?3;Emission Line;19588.4
Mo;K?1;Emission Line;19606
W;L?3;Sum Peak (2x);19638
Cf;L?4;Emission Line;19665
Cm;L?3;Emission Line;19688
Re;L?4;Sum Peak (2x);19690
Ge;K?2;Sum Peak (2x);19709.8
Mo;K?5;Emission Line;19768.9
Cf;L?5;Emission Line;19770
Ge;K?1;Sum Peak (2x);19772
Hg;L?2;Sum Peak (2x);19798
Rh;K?3;Emission Line;19808
Ru;K?3;Escape Peak (Si);19933.7
Ru;K?1;Escape Peak (Si);19955.5
Mo;K?2;Emission Line;19962.4
Hg;L?1;Sum Peak (2x);19978
Ag;K?3;Escape Peak (Si);20008
Bk;L?1;Emission Line;20018
Re;L?1;Sum Peak (2x);20020
Rh;K?2;Emission Line;20074
Ru;K?5;Escape Peak (Si);20132.8
Rh;K?1;Emission Line;20216
Bk;L?3;Emission Line;20280
Ag;K?2;Escape Peak (Si);20290
Re;L?3;Sum Peak (2x);20320
Tl;L?2;Sum Peak (2x);20346
Os;L?4;Sum Peak (2x);20352
Ru;K?2;Escape Peak (Si);20370.7
Ag;K?1;Escape Peak (Si);20463
Ga;K?3;Sum Peak (2x);20527
Ga;K?1;Sum Peak (2x);20534
Tl;L?1;Sum Peak (2x);20538
Tc;K?3;Emission Line;20596.4
Cf;L?1;Emission Line;20624
Tc;K?1;Emission Line;20626.3
As;K?3;Sum Peak (2x);20680
Ga;K?5;Sum Peak (2x);20696.6
Os;L?1;Sum Peak (2x);20708
Pd;K?3;Emission Line;20746
Tc;K?5;Emission Line;20786.4
Cf;L?3;Emission Line;20894
Pb;L?2;Sum Peak (2x);20898
Cd;K?3;Escape Peak (Si);20993
Rh;K?3;Escape Peak (Si);20998.7
Tc;K?2;Emission Line;21001.7
As;K?2;Sum Peak (2x);21015.8
Pd;K?2;Emission Line;21020
Ir;L?4;Sum Peak (2x);21020
Os;L?3;Sum Peak (2x);21022
Rh;K?1;Escape Peak (Si);21023.5
As;K?1;Sum Peak (2x);21086.8
Pb;L?1;Sum Peak (2x);21102
Pd;K?1;Emission Line;21177
Rh;K?5;Escape Peak (Si);21208.1
Cd;K?2;Escape Peak (Si);21284
Ir;L?1;Sum Peak (2x);21416
Bi;L?2;Sum Peak (2x);21462
Rh;K?2;Escape Peak (Si);21469.5
Cd;K?1;Escape Peak (Si);21473
Rh;K?4;Escape Peak (Si);21518
Ru;K?3;Emission Line;21633.7
Ru;K?1;Emission Line;21655.5
Bi;L?1;Sum Peak (2x);21678
Pt;L?4;Sum Peak (2x);21706
Ag;K?3;Emission Line;21708
Ir;L?3;Sum Peak (2x);21736
Ru;K?5;Emission Line;21832.8
Ge;K?3;Sum Peak (2x);21956.2
Ge;K?1;Sum Peak (2x);21964.4
Ag;K?2;Emission Line;21990
In;K?3;Escape Peak (Si);22002
Se;K?3;Sum Peak (2x);22012
Po;L?2;Sum Peak (2x);22032
Ru;K?2;Emission Line;22070.7
Pd;K?3;Escape Peak (Si);22090.1
Pd;K?1;Escape Peak (Si);22117.7
Pt;L?1;Sum Peak (2x);22142
Ge;K?5;Sum Peak (2x);22146.4
Ag;K?1;Emission Line;22163
Po;L?1;Sum Peak (2x);22262
In;K?2;Escape Peak (Si);22302
Pd;K?5;Escape Peak (Si);22309.5
Se;K?2;Sum Peak (2x);22367.4
Au;L?4;Sum Peak (2x);22410
Se;K?1;Sum Peak (2x);22448.2
Pt;L?3;Sum Peak (2x);22470
In;K?1;Escape Peak (Si);22510
Pd;K?2;Escape Peak (Si);22594.3
At;L?2;Sum Peak (2x);22610
Pd;K?4;Escape Peak (Si);22648
Cd;K?3;Emission Line;22693
Rh;K?3;Emission Line;22698.7
Rh;K?1;Emission Line;22723.5
At;L?1;Sum Peak (2x);22854
Au;L?1;Sum Peak (2x);22886
Rh;K?5;Emission Line;22908.1
Cd;K?2;Emission Line;22984
Sn;K?3;Escape Peak (Si);23035
Hg;L?4;Sum Peak (2x);23120
Rh;K?2;Emission Line;23169.5
Cd;K?1;Emission Line;23173
Rn;L?2;Sum Peak (2x);23194
Ag;K?3;Escape Peak (Si);23210.2
Rh;K?4;Emission Line;23218
Au;L?3;Sum Peak (2x);23220
Ag;K?1;Escape Peak (Si);23241
Sn;K?2;Escape Peak (Si);23344
Br;K?3;Sum Peak (2x);23384
Ag;K?5;Escape Peak (Si);23440
As;K?3;Sum Peak (2x);23441.6
As;K?1;Sum Peak (2x);23451.6
Rn;L?1;Sum Peak (2x);23454
Sn;K?1;Escape Peak (Si);23571
Hg;L?1;Sum Peak (2x);23648
As;K?5;Sum Peak (2x);23650.6
In;K?3;Emission Line;23702
As;K?2;Sum Peak (2x);23728
Ag;K?2;Escape Peak (Si);23750.3
Br;K?2;Sum Peak (2x);23756
Fr;L?2;Sum Peak (2x);23790
Pd;K?3;Emission Line;23790.1
Ag;K?4;Escape Peak (Si);23810
Pd;K?1;Emission Line;23817.7
Au;L?5;Sum Peak (2x);23828
Br;K?1;Sum Peak (2x);23848
Tl;L?4;Sum Peak (2x);23862
Hg;L?3;Sum Peak (2x);23984
In;K?2;Emission Line;24002
Pd;K?5;Emission Line;24009.5
Fr;L?1;Sum Peak (2x);24062
Sb;K?3;Escape Peak (Si);24093
In;K?1;Emission Line;24210
Pd;K?2;Emission Line;24294.3
Pd;K?4;Emission Line;24348
Cd;K?3;Escape Peak (Si);24358.4
Ra;L?2;Sum Peak (2x);24392
Cd;K?1;Escape Peak (Si);24392.6
Sb;K?2;Escape Peak (Si);24411
Tl;L?1;Sum Peak (2x);24426
Hg;L?5;Sum Peak (2x);24548.8
Cd;K?5;Escape Peak (Si);24599.1
Pb;L?4;Sum Peak (2x);24614
Sb;K?1;Escape Peak (Si);24659
Ra;L?1;Sum Peak (2x);24678
Sn;K?3;Emission Line;24735
Tl;L?3;Sum Peak (2x);24780
Kr;K?3;Sum Peak (2x);24810
Ag;K?3;Emission Line;24910.2
Ag;K?1;Emission Line;24941
Cd;K?2;Escape Peak (Si);24947.1
Se;K?3;Sum Peak (2x);24983
Se;K?1;Sum Peak (2x);24994.6
Cd;K?4;Escape Peak (Si);24999.3
Ac;L?2;Sum Peak (2x);25002
Sn;K?2;Emission Line;25044
Ag;K?5;Emission Line;25140
Te;K?3;Escape Peak (Si);25175
Kr;K?2;Sum Peak (2x);25190.2
Se;K?5;Sum Peak (2x);25205
Pb;L?1;Sum Peak (2x);25228
Sn;K?1;Emission Line;25271
Tl;L?5;Sum Peak (2x);25286.6
Kr;K?1;Sum Peak (2x);25295.2
Ac;L?1;Sum Peak (2x);25304
Se;K?2;Sum Peak (2x);25310
Bi;L?4;Sum Peak (2x);25384
Ag;K?2;Emission Line;25450.3
Te;K?2;Escape Peak (Si);25502
Ag;K?4;Emission Line;25510
In;K?3;Escape Peak (Si);25536.8
In;K?1;Escape Peak (Si);25574.7
Pb;L?3;Sum Peak (2x);25590
Th;L?2;Sum Peak (2x);25618
Te;K?1;Escape Peak (Si);25773
In;K?5;Escape Peak (Si);25788.6
Sb;K?3;Emission Line;25793
Th;L?1;Sum Peak (2x);25936
Pb;L?5;Sum Peak (2x);26028.6
Bi;L?1;Sum Peak (2x);26046
Cd;K?3;Emission Line;26058.4
Cd;K?1;Emission Line;26092.6
Sb;K?2;Emission Line;26111
In;K?2;Escape Peak (Si);26166.5
Po;L?4;Sum Peak (2x);26170
In;K?4;Escape Peak (Si);26222.3
Pa;L?2;Sum Peak (2x);26244
Rb;K?3;Sum Peak (2x);26270
I;K?3;Escape Peak (Si);26281
Cd;K?5;Emission Line;26299.1
Sb;K?1;Emission Line;26359
Bi;L?3;Sum Peak (2x);26422
Br;K?3;Sum Peak (2x);26570
Pa;L?1;Sum Peak (2x);26582
Br;K?1;Sum Peak (2x);26584
I;K?2;Escape Peak (Si);26617
Cd;K?2;Emission Line;26647.1
Rb;K?2;Sum Peak (2x);26672
Cd;K?4;Emission Line;26699.3
Sn;K?3;Escape Peak (Si);26743.5
Bi;L?5;Sum Peak (2x);26784.2
Sn;K?1;Escape Peak (Si);26785.4
Rb;K?1;Sum Peak (2x);26792
Br;K?5;Sum Peak (2x);26808
Te;K?3;Emission Line;26875
U;L?2;Sum Peak (2x);26876
Po;L?1;Sum Peak (2x);26892
I;K?1;Escape Peak (Si);26912
Br;K?2;Sum Peak (2x);26942
At;L?4;Sum Peak (2x);26970
Sn;K?5;Escape Peak (Si);27006.8
Te;K?2;Emission Line;27202
U;L?1;Sum Peak (2x);27228
In;K?3;Emission Line;27236.8
Po;L?3;Sum Peak (2x);27274
In;K?1;Emission Line;27274.7
Xe;K?3;Escape Peak (Si);27408
Sn;K?2;Escape Peak (Si);27416.4
Te;K?1;Emission Line;27473
Sn;K?4;Escape Peak (Si);27475.1
In;K?5;Emission Line;27488.6
Np;L?2;Sum Peak (2x);27522
Po;L?5;Sum Peak (2x);27566
At;L?1;Sum Peak (2x);27752
Xe;K?2;Escape Peak (Si);27754
Sr;K?3;Sum Peak (2x);27778
Rn;L?4;Sum Peak (2x);27780
In;K?2;Emission Line;27866.5
Np;L?1;Sum Peak (2x);27892
In;K?4;Emission Line;27922.3
Sb;K?3;Escape Peak (Si);27978.3
I;K?3;Emission Line;27981
Sb;K?1;Escape Peak (Si);28024.6
Xe;K?1;Escape Peak (Si);28075
At;L?3;Sum Peak (2x);28134
Pu;L?2;Sum Peak (2x);28174
Sr;K?2;Sum Peak (2x);28196
Kr;K?3;Sum Peak (2x);28207.6
Kr;K?1;Sum Peak (2x);28223.2
Sb;K?5;Escape Peak (Si);28253.5
I;K?2;Emission Line;28317
Sr;K?1;Sum Peak (2x);28330
At;L?5;Sum Peak (2x);28348
Sn;K?3;Emission Line;28443.5
Kr;K?5;Sum Peak (2x);28462
Sn;K?1;Emission Line;28485.4
Pu;L?1;Sum Peak (2x);28564
Cs;K?3;Escape Peak (Si);28571
I;K?1;Emission Line;28612
Kr;K?2;Sum Peak (2x);28623.8
Fr;L?4;Sum Peak (2x);28624
Rn;L?1;Sum Peak (2x);28630
Sb;K?2;Escape Peak (Si);28695.4
Sn;K?5;Emission Line;28706.8
Sb;K?4;Escape Peak (Si);28757.7
Am;L?2;Sum Peak (2x);28828
Cs;K?2;Escape Peak (Si);28926
Rn;L?3;Sum Peak (2x);29022
Xe;K?3;Emission Line;29108
Sn;K?2;Emission Line;29116.4
Rn;L?5;Sum Peak (2x);29142
Sn;K?4;Emission Line;29175.1
Am;L?1;Sum Peak (2x);29240
Te;K?3;Escape Peak (Si);29243.2
Cs;K?1;Escape Peak (Si);29273
Te;K?1;Escape Peak (Si);29293.2
Y;K?3;Sum Peak (2x);29330
Xe;K?2;Emission Line;29454
Cm;L?2;Sum Peak (2x);29492
Ra;L?4;Sum Peak (2x);29494
Te;K?5;Escape Peak (Si);29530.6
Fr;L?1;Sum Peak (2x);29542
Sb;K?3;Emission Line;29678.3
Sb;K?1;Emission Line;29724.6
Ba;K?3;Escape Peak (Si);29752
Y;K?2;Sum Peak (2x);29764
Xe;K?1;Emission Line;29775
Rb;K?3;Sum Peak (2x);29902.6
Y;K?1;Sum Peak (2x);29916
Rb;K?1;Sum Peak (2x);29921.8
Cm;L?1;Sum Peak (2x);29922
Fr;L?5;Sum Peak (2x);29946
Fr;L?3;Sum Peak (2x);29952
Sb;K?5;Emission Line;29953.5
Te;K?2;Escape Peak (Si);30010.7
Te;K?4;Escape Peak (Si);30072.1
Ba;K?2;Escape Peak (Si);30117
Bk;L?2;Sum Peak (2x);30164
Rb;K?5;Sum Peak (2x);30174
Cs;K?3;Emission Line;30271
Rb;K?2;Sum Peak (2x);30367.4
Ac;L?4;Sum Peak (2x);30368
Sb;K?2;Emission Line;30395.4
Sb;K?4;Emission Line;30457.7
Ra;L?1;Sum Peak (2x);30472
Ba;K?1;Escape Peak (Si);30494
I;K?3;Escape Peak (Si);30538
I;K?1;Escape Peak (Si);30594
Bk;L?1;Sum Peak (2x);30616
Cs;K?2;Emission Line;30626
Ra;L?5;Sum Peak (2x);30752
I;K?5;Escape Peak (Si);30838.2
Cf;L?2;Sum Peak (2x);30846
Ra;L?3;Sum Peak (2x);30890
Zr;K?3;Sum Peak (2x);30932
Te;K?3;Emission Line;30943.2
La;K?3;Escape Peak (Si);30959
Cs;K?1;Emission Line;30973
Te;K?1;Emission Line;30993.2
Te;K?5;Emission Line;31230.6
Th;L?4;Sum Peak (2x);31284
Cf;L?1;Sum Peak (2x);31320
La;K?2;Escape Peak (Si);31334
I;K?2;Escape Peak (Si);31346
Zr;K?2;Sum Peak (2x);31382
I;K?4;Escape Peak (Si);31418.4
Ac;L?1;Sum Peak (2x);31426
Ba;K?3;Emission Line;31452
Zr;K?1;Sum Peak (2x);31550
Ac;L?5;Sum Peak (2x);31582
Sr;K?3;Sum Peak (2x);31649.4
Sr;K?1;Sum Peak (2x);31670
Te;K?2;Emission Line;31710.7
La;K?1;Escape Peak (Si);31742
Te;K?4;Emission Line;31772.1
Ba;K?2;Emission Line;31817
Xe;K?3;Escape Peak (Si);31858.9
Ac;L?3;Sum Peak (2x);31862
Xe;K?1;Escape Peak (Si);31920.4
Sr;K?5;Sum Peak (2x);31938
Sr;K?2;Sum Peak (2x);32166.8
Xe;K?5;Escape Peak (Si);32172
Ba;K?1;Emission Line;32194
Ce;K?3;Escape Peak (Si);32195
Pa;L?4;Sum Peak (2x);32208
I;K?3;Emission Line;32238
I;K?1;Emission Line;32294
Th;L?1;Sum Peak (2x);32404
Th;L?5;Sum Peak (2x);32415
I;K?5;Emission Line;32538.2
Nb;K?3;Sum Peak (2x);32576
Ce;K?2;Escape Peak (Si);32579
La;K?3;Emission Line;32659
Xe;K?2;Escape Peak (Si);32714.3
Xe;K?4;Escape Peak (Si);32791.5
Th;L?3;Sum Peak (2x);32852
Ce;K?1;Escape Peak (Si);33020
La;K?2;Emission Line;33034
Nb;K?2;Sum Peak (2x);33042
I;K?2;Emission Line;33046
I;K?4;Emission Line;33118.4
U;L?4;Sum Peak (2x);33150
Cs;K?3;Escape Peak (Si);33214
Nb;K?1;Sum Peak (2x);33230
Pa;L?5;Sum Peak (2x);33278
Cs;K?1;Escape Peak (Si);33282
Pa;L?1;Sum Peak (2x);33406
La;K?1;Emission Line;33442
Y;K?3;Sum Peak (2x);33454.8
Pr;K?3;Escape Peak (Si);33456
Y;K?1;Sum Peak (2x);33478.4
Cs;K?5;Escape Peak (Si);33544.5
Xe;K?3;Emission Line;33558.9
Xe;K?1;Emission Line;33620.4
Y;K?5;Sum Peak (2x);33760.6
Pr;K?2;Escape Peak (Si);33851
Pa;L?3;Sum Peak (2x);33862
Xe;K?5;Emission Line;33872
Ce;K?3;Emission Line;33895
Y;K?2;Sum Peak (2x);34027.2
Cs;K?2;Escape Peak (Si);34112.6
Np;L?4;Sum Peak (2x);34122
U;L?5;Sum Peak (2x);34126.4
Cs;K?4;Escape Peak (Si);34205.2
Mo;K?3;Sum Peak (2x);34268
Ce;K?2;Emission Line;34279
Pr;K?1;Escape Peak (Si);34327
Xe;K?2;Emission Line;34414.3
U;L?1;Sum Peak (2x);34440
Xe;K?4;Emission Line;34491.5
Ba;K?3;Escape Peak (Si);34604
Ba;K?1;Escape Peak (Si);34678
Ce;K?1;Emission Line;34720
Nd;K?3;Escape Peak (Si);34743
Mo;K?2;Sum Peak (2x);34750
U;L?3;Sum Peak (2x);34908
Cs;K?3;Emission Line;34914
Ba;K?5;Escape Peak (Si);34945.3
Mo;K?1;Sum Peak (2x);34960
Cs;K?1;Emission Line;34982
Np;L?5;Sum Peak (2x);35002
Pu;L?4;Sum Peak (2x);35114
Nd;K?2;Escape Peak (Si);35147
Pr;K?3;Emission Line;35156
Cs;K?5;Emission Line;35244.5
Zr;K?3;Sum Peak (2x);35309
Zr;K?1;Sum Peak (2x);35336.4
Np;L?1;Sum Peak (2x);35502
Ba;K?2;Escape Peak (Si);35549
Pr;K?2;Emission Line;35551
Zr;K?5;Sum Peak (2x);35633.8
Ba;K?4;Escape Peak (Si);35648.4
Nd;K?1;Escape Peak (Si);35661
Cs;K?2;Emission Line;35812.6
Pu;L?5;Sum Peak (2x);35888
Cs;K?4;Emission Line;35905.2
Zr;K?2;Sum Peak (2x);35939
Np;L?3;Sum Peak (2x);35984
Tc;K?3;Sum Peak (2x);36002
La;K?3;Escape Peak (Si);36016
Pr;K?1;Emission Line;36027
Pm;K?3;Escape Peak (Si);36056
La;K?1;Escape Peak (Si);36097
Am;L?4;Sum Peak (2x);36138
Ba;K?3;Emission Line;36304
La;K?5;Escape Peak (Si);36372
Ba;K?1;Emission Line;36378
Nd;K?3;Emission Line;36443
Pm;K?2;Escape Peak (Si);36471
Tc;K?2;Sum Peak (2x);36502
Pu;L?1;Sum Peak (2x);36592
Ba;K?5;Emission Line;36645.3
Tc;K?1;Sum Peak (2x);36734
Am;L?5;Sum Peak (2x);36788
Nd;K?2;Emission Line;36847
La;K?2;Escape Peak (Si);37019.2
Pm;K?1;Escape Peak (Si);37025
Pu;L?3;Sum Peak (2x);37082
La;K?4;Escape Peak (Si);37119.7
Cm;L?4;Sum Peak (2x);37178
Nb;K?3;Sum Peak (2x);37219.8
Ba;K?2;Emission Line;37249
Nb;K?1;Sum Peak (2x);37250.8
Ba;K?4;Emission Line;37348.4
Nd;K?1;Emission Line;37361
Sm;K?3;Escape Peak (Si);37397
Ce;K?3;Escape Peak (Si);37469
Ce;K?1;Escape Peak (Si);37556
Nb;K?5;Sum Peak (2x);37562
Cm;L?5;Sum Peak (2x);37692
Am;L?1;Sum Peak (2x);37712
La;K?3;Emission Line;37716
Pm;K?3;Emission Line;37756
Ru;K?3;Sum Peak (2x);37786
La;K?1;Emission Line;37797
Sm;K?2;Escape Peak (Si);37822
Ce;K?5;Escape Peak (Si);37840.6
Nb;K?2;Sum Peak (2x);37906.8
La;K?5;Emission Line;38072
Pm;K?2;Emission Line;38171
Am;L?3;Sum Peak (2x);38220
Bk;L?4;Sum Peak (2x);38236
Ru;K?2;Sum Peak (2x);38300
Sm;K?1;Escape Peak (Si);38418
Ce;K?2;Escape Peak (Si);38519.8
Ru;K?1;Sum Peak (2x);38558
Bk;L?5;Sum Peak (2x);38610
Ce;K?4;Escape Peak (Si);38634
La;K?2;Emission Line;38719.2
Pm;K?1;Emission Line;38725
Eu;K?3;Escape Peak (Si);38767
La;K?4;Emission Line;38819.7
Cm;L?1;Sum Peak (2x);38854
Pr;K?3;Escape Peak (Si);38954
Pr;K?1;Escape Peak (Si);39049
Sm;K?3;Emission Line;39097
Ce;K?3;Emission Line;39169
Mo;K?3;Sum Peak (2x);39176.8
Eu;K?2;Escape Peak (Si);39202
Mo;K?1;Sum Peak (2x);39212
Ce;K?1;Emission Line;39256
Cf;L?4;Sum Peak (2x);39330
Pr;K?5;Escape Peak (Si);39342.7
Cm;L?3;Sum Peak (2x);39376
Sm;K?2;Emission Line;39522
Mo;K?5;Sum Peak (2x);39537.8
Cf;L?5;Sum Peak (2x);39540
Ce;K?5;Emission Line;39540.6
Rh;K?3;Sum Peak (2x);39616
Eu;K?1;Escape Peak (Si);39842
Mo;K?2;Sum Peak (2x);39924.8
Bk;L?1;Sum Peak (2x);40036
Pr;K?2;Escape Peak (Si);40054.7
Sm;K?1;Emission Line;40118
Rh;K?2;Sum Peak (2x);40148
Gd;K?3;Escape Peak (Si);40163
Pr;K?4;Escape Peak (Si);40175.9
Ce;K?2;Emission Line;40219.8
Ce;K?4;Emission Line;40334
Rh;K?1;Sum Peak (2x);40432
Nd;K?3;Escape Peak (Si);40466
Eu;K?3;Emission Line;40467
Bk;L?3;Sum Peak (2x);40560
Nd;K?1;Escape Peak (Si);40572
Gd;K?2;Escape Peak (Si);40609
Pr;K?3;Emission Line;40654
Pr;K?1;Emission Line;40749
Nd;K?5;Escape Peak (Si);40865.7
Eu;K?2;Emission Line;40902
Pr;K?5;Emission Line;41042.7
Tc;K?3;Sum Peak (2x);41192.8
Cf;L?1;Sum Peak (2x);41248
Tc;K?1;Sum Peak (2x);41252.6
Gd;K?1;Escape Peak (Si);41296
Pd;K?3;Sum Peak (2x);41492
Eu;K?1;Emission Line;41542
Tc;K?5;Sum Peak (2x);41572.8
Tb;K?3;Escape Peak (Si);41588
Nd;K?2;Escape Peak (Si);41625.7
Nd;K?4;Escape Peak (Si);41748.5
Pr;K?2;Emission Line;41754.7
Cf;L?3;Sum Peak (2x);41788
Gd;K?3;Emission Line;41863
Pr;K?4;Emission Line;41875.9
